"animal","block","family","sire","dam","trait","value","dish"
2281,8,"B8.S3xD3",674,677,"hatching",1,143
2282,8,"B8.S3xD3",674,677,"hatching",1,143
2283,8,"B8.S3xD3",674,677,"hatching",1,143
2284,8,"B8.S3xD3",674,677,"hatching",1,143
2285,8,"B8.S3xD3",674,677,"hatching",1,143
2286,8,"B8.S3xD3",674,677,"hatching",1,143
2287,8,"B8.S3xD3",674,677,"hatching",1,143
2288,8,"B8.S3xD3",674,677,"hatching",1,143
2289,8,"B8.S3xD3",674,677,"hatching",0,143
2290,8,"B8.S3xD3",674,677,"hatching",0,143
6712,8,"B8.S3xD3",674,677,"settling",1,144
6713,8,"B8.S3xD3",674,677,"settling",1,144
6714,8,"B8.S3xD3",674,677,"settling",1,144
6715,8,"B8.S3xD3",674,677,"settling",1,144
6716,8,"B8.S3xD3",674,677,"settling",1,144
6717,8,"B8.S3xD3",674,677,"settling",1,144
6718,8,"B8.S3xD3",674,677,"settling",1,144
6719,8,"B8.S3xD3",674,677,"settling",1,144
6720,8,"B8.S3xD3",674,677,"settling",1,144
6721,8,"B8.S3xD3",674,677,"settling",1,144
6722,8,"B8.S3xD3",674,677,"settling",1,144
6723,8,"B8.S3xD3",674,677,"settling",1,144
6724,8,"B8.S3xD3",674,677,"settling",1,144
6725,8,"B8.S3xD3",674,677,"settling",1,144
6726,8,"B8.S3xD3",674,677,"settling",1,144
6727,8,"B8.S3xD3",674,677,"settling",1,144
6728,8,"B8.S3xD3",674,677,"settling",1,144
6729,8,"B8.S3xD3",674,677,"settling",1,144
6730,8,"B8.S3xD3",674,677,"settling",1,144
6731,8,"B8.S3xD3",674,677,"settling",0,144
6732,8,"B8.S3xD3",674,677,"settling",0,144
6733,8,"B8.S3xD3",674,677,"settling",0,144
6734,8,"B8.S3xD3",674,677,"settling",1,145
6735,8,"B8.S3xD3",674,677,"settling",1,145
6736,8,"B8.S3xD3",674,677,"settling",1,145
6737,8,"B8.S3xD3",674,677,"settling",1,145
6738,8,"B8.S3xD3",674,677,"settling",1,145
6739,8,"B8.S3xD3",674,677,"settling",1,145
6740,8,"B8.S3xD3",674,677,"settling",1,145
6741,8,"B8.S3xD3",674,677,"settling",1,145
6742,8,"B8.S3xD3",674,677,"settling",1,145
6743,8,"B8.S3xD3",674,677,"settling",1,145
6744,8,"B8.S3xD3",674,677,"settling",1,145
6745,8,"B8.S3xD3",674,677,"settling",1,145
6746,8,"B8.S3xD3",674,677,"settling",1,145
6747,8,"B8.S3xD3",674,677,"settling",1,145
6748,8,"B8.S3xD3",674,677,"settling",1,145
6749,8,"B8.S3xD3",674,677,"settling",0,145
6750,8,"B8.S3xD3",674,677,"settling",0,145
6751,8,"B8.S3xD3",674,677,"settling",0,145
6752,8,"B8.S3xD3",674,677,"settling",0,145
6753,8,"B8.S3xD3",674,677,"settling",0,145
6754,8,"B8.S3xD3",674,677,"settling",1,146
6755,8,"B8.S3xD3",674,677,"settling",1,146
6756,8,"B8.S3xD3",674,677,"settling",1,146
6757,8,"B8.S3xD3",674,677,"settling",1,146
6758,8,"B8.S3xD3",674,677,"settling",1,146
6759,8,"B8.S3xD3",674,677,"settling",1,146
6760,8,"B8.S3xD3",674,677,"settling",1,146
6761,8,"B8.S3xD3",674,677,"settling",1,146
6762,8,"B8.S3xD3",674,677,"settling",1,146
6763,8,"B8.S3xD3",674,677,"settling",1,146
6764,8,"B8.S3xD3",674,677,"settling",1,146
6765,8,"B8.S3xD3",674,677,"settling",1,146
6766,8,"B8.S3xD3",674,677,"settling",1,146
6767,8,"B8.S3xD3",674,677,"settling",1,146
6768,8,"B8.S3xD3",674,677,"settling",1,146
6769,8,"B8.S3xD3",674,677,"settling",1,146
6770,8,"B8.S3xD3",674,677,"settling",0,146
6771,8,"B8.S3xD3",674,677,"settling",0,146
6772,8,"B8.S3xD3",674,677,"settling",0,146
384,9,"B9.S1xD1",678,683,"h.length",201.91,NA
384,9,"B9.S1xD1",678,683,"n.length",460.44,NA
385,9,"B9.S1xD1",678,683,"h.length",199.93,NA
385,9,"B9.S1xD1",678,683,"n.length",443.96,NA
386,9,"B9.S1xD1",678,683,"h.length",197.79,NA
386,9,"B9.S1xD1",678,683,"n.length",439.58,NA
387,9,"B9.S1xD1",678,683,"h.length",193.16,NA
387,9,"B9.S1xD1",678,683,"n.length",437.79,NA
388,9,"B9.S1xD1",678,683,"h.length",201.03,NA
388,9,"B9.S1xD1",678,683,"n.length",435.83,NA
389,9,"B9.S1xD1",678,683,"h.length",206.53,NA
389,9,"B9.S1xD1",678,683,"n.length",448.37,NA
390,9,"B9.S1xD1",678,683,"h.length",194.39,NA
390,9,"B9.S1xD1",678,683,"n.length",433.59,NA
391,9,"B9.S1xD1",678,683,"h.length",173.54,NA
391,9,"B9.S1xD1",678,683,"n.length",428.16,NA
392,9,"B9.S1xD1",678,683,"h.length",200,NA
392,9,"B9.S1xD1",678,683,"n.length",449.17,NA
393,9,"B9.S1xD1",678,683,"h.length",201.09,NA
393,9,"B9.S1xD1",678,683,"n.length",430.38,NA
394,9,"B9.S1xD1",678,683,"h.length",199.95,NA
394,9,"B9.S1xD1",678,683,"n.length",430.66,NA
395,9,"B9.S1xD1",678,683,"h.length",206.62,NA
395,9,"B9.S1xD1",678,683,"n.length",454.48,NA
2291,9,"B9.S1xD1",678,683,"hatching",1,147
2292,9,"B9.S1xD1",678,683,"hatching",1,147
2293,9,"B9.S1xD1",678,683,"hatching",1,147
2294,9,"B9.S1xD1",678,683,"hatching",1,147
2295,9,"B9.S1xD1",678,683,"hatching",1,147
2296,9,"B9.S1xD1",678,683,"hatching",1,147
2297,9,"B9.S1xD1",678,683,"hatching",1,147
2298,9,"B9.S1xD1",678,683,"hatching",1,147
2299,9,"B9.S1xD1",678,683,"hatching",1,147
2300,9,"B9.S1xD1",678,683,"hatching",1,147
2301,9,"B9.S1xD1",678,683,"hatching",1,147
2302,9,"B9.S1xD1",678,683,"hatching",1,147
2303,9,"B9.S1xD1",678,683,"hatching",1,147
2304,9,"B9.S1xD1",678,683,"hatching",1,147
2305,9,"B9.S1xD1",678,683,"hatching",1,147
2306,9,"B9.S1xD1",678,683,"hatching",1,147
2307,9,"B9.S1xD1",678,683,"hatching",1,147
2308,9,"B9.S1xD1",678,683,"hatching",0,147
2309,9,"B9.S1xD1",678,683,"hatching",0,147
2310,9,"B9.S1xD1",678,683,"hatching",1,148
2311,9,"B9.S1xD1",678,683,"hatching",1,148
2312,9,"B9.S1xD1",678,683,"hatching",1,148
2313,9,"B9.S1xD1",678,683,"hatching",1,148
2314,9,"B9.S1xD1",678,683,"hatching",1,148
2315,9,"B9.S1xD1",678,683,"hatching",1,148
2316,9,"B9.S1xD1",678,683,"hatching",1,148
2317,9,"B9.S1xD1",678,683,"hatching",1,148
2318,9,"B9.S1xD1",678,683,"hatching",1,148
2319,9,"B9.S1xD1",678,683,"hatching",1,148
2320,9,"B9.S1xD1",678,683,"hatching",1,148
2321,9,"B9.S1xD1",678,683,"hatching",1,148
2322,9,"B9.S1xD1",678,683,"hatching",1,148
2323,9,"B9.S1xD1",678,683,"hatching",1,148
2324,9,"B9.S1xD1",678,683,"hatching",1,148
2325,9,"B9.S1xD1",678,683,"hatching",1,148
2326,9,"B9.S1xD1",678,683,"hatching",0,148
2327,9,"B9.S1xD1",678,683,"hatching",0,148
6773,9,"B9.S1xD1",678,683,"settling",1,149
6774,9,"B9.S1xD1",678,683,"settling",1,149
6775,9,"B9.S1xD1",678,683,"settling",1,149
6776,9,"B9.S1xD1",678,683,"settling",1,149
6777,9,"B9.S1xD1",678,683,"settling",1,149
6778,9,"B9.S1xD1",678,683,"settling",1,149
6779,9,"B9.S1xD1",678,683,"settling",1,149
6780,9,"B9.S1xD1",678,683,"settling",1,149
6781,9,"B9.S1xD1",678,683,"settling",1,149
6782,9,"B9.S1xD1",678,683,"settling",1,149
6783,9,"B9.S1xD1",678,683,"settling",1,149
6784,9,"B9.S1xD1",678,683,"settling",1,149
6785,9,"B9.S1xD1",678,683,"settling",1,149
6786,9,"B9.S1xD1",678,683,"settling",0,149
6787,9,"B9.S1xD1",678,683,"settling",0,149
6788,9,"B9.S1xD1",678,683,"settling",0,149
6789,9,"B9.S1xD1",678,683,"settling",0,149
6790,9,"B9.S1xD1",678,683,"settling",0,149
6791,9,"B9.S1xD1",678,683,"settling",1,150
6792,9,"B9.S1xD1",678,683,"settling",1,150
6793,9,"B9.S1xD1",678,683,"settling",1,150
6794,9,"B9.S1xD1",678,683,"settling",1,150
6795,9,"B9.S1xD1",678,683,"settling",1,150
6796,9,"B9.S1xD1",678,683,"settling",1,150
6797,9,"B9.S1xD1",678,683,"settling",1,150
6798,9,"B9.S1xD1",678,683,"settling",1,150
6799,9,"B9.S1xD1",678,683,"settling",0,150
6800,9,"B9.S1xD1",678,683,"settling",0,150
6801,9,"B9.S1xD1",678,683,"settling",0,150
6802,9,"B9.S1xD1",678,683,"settling",0,150
6803,9,"B9.S1xD1",678,683,"settling",0,150
6804,9,"B9.S1xD1",678,683,"settling",0,150
6805,9,"B9.S1xD1",678,683,"settling",0,150
6806,9,"B9.S1xD1",678,683,"settling",0,150
6807,9,"B9.S1xD1",678,683,"settling",0,150
6808,9,"B9.S1xD1",678,683,"settling",0,150
6809,9,"B9.S1xD1",678,683,"settling",0,150
6810,9,"B9.S1xD1",678,683,"settling",1,151
6811,9,"B9.S1xD1",678,683,"settling",1,151
6812,9,"B9.S1xD1",678,683,"settling",1,151
6813,9,"B9.S1xD1",678,683,"settling",1,151
6814,9,"B9.S1xD1",678,683,"settling",1,151
6815,9,"B9.S1xD1",678,683,"settling",1,151
6816,9,"B9.S1xD1",678,683,"settling",1,151
6817,9,"B9.S1xD1",678,683,"settling",1,151
6818,9,"B9.S1xD1",678,683,"settling",1,151
6819,9,"B9.S1xD1",678,683,"settling",1,151
6820,9,"B9.S1xD1",678,683,"settling",1,151
6821,9,"B9.S1xD1",678,683,"settling",1,151
6822,9,"B9.S1xD1",678,683,"settling",0,151
6823,9,"B9.S1xD1",678,683,"settling",0,151
6824,9,"B9.S1xD1",678,683,"settling",0,151
6825,9,"B9.S1xD1",678,683,"settling",0,151
6826,9,"B9.S1xD1",678,683,"settling",0,151
6827,9,"B9.S1xD1",678,683,"settling",0,151
6828,9,"B9.S1xD1",678,683,"settling",0,151
6829,9,"B9.S1xD1",678,683,"settling",0,151
6830,9,"B9.S1xD1",678,683,"settling",0,151
396,9,"B9.S1xD2",678,684,"h.length",200.36,NA
396,9,"B9.S1xD2",678,684,"n.length",426.59,NA
397,9,"B9.S1xD2",678,684,"h.length",191.03,NA
397,9,"B9.S1xD2",678,684,"n.length",442.68,NA
398,9,"B9.S1xD2",678,684,"h.length",202.62,NA
398,9,"B9.S1xD2",678,684,"n.length",416.8,NA
399,9,"B9.S1xD2",678,684,"h.length",201.75,NA
399,9,"B9.S1xD2",678,684,"n.length",432.88,NA
400,9,"B9.S1xD2",678,684,"h.length",183.59,NA
400,9,"B9.S1xD2",678,684,"n.length",423.19,NA
401,9,"B9.S1xD2",678,684,"h.length",182.77,NA
401,9,"B9.S1xD2",678,684,"n.length",422.1,NA
402,9,"B9.S1xD2",678,684,"h.length",187.51,NA
402,9,"B9.S1xD2",678,684,"n.length",385.33,NA
403,9,"B9.S1xD2",678,684,"h.length",187.26,NA
403,9,"B9.S1xD2",678,684,"n.length",391.78,NA
404,9,"B9.S1xD2",678,684,"h.length",181.67,NA
404,9,"B9.S1xD2",678,684,"n.length",432.37,NA
405,9,"B9.S1xD2",678,684,"h.length",193.63,NA
405,9,"B9.S1xD2",678,684,"n.length",401.15,NA
406,9,"B9.S1xD2",678,684,"h.length",204.84,NA
406,9,"B9.S1xD2",678,684,"n.length",342.55,NA
407,9,"B9.S1xD2",678,684,"h.length",197.6,NA
407,9,"B9.S1xD2",678,684,"n.length",430.85,NA
2328,9,"B9.S1xD2",678,684,"hatching",1,152
2329,9,"B9.S1xD2",678,684,"hatching",1,152
2330,9,"B9.S1xD2",678,684,"hatching",1,152
2331,9,"B9.S1xD2",678,684,"hatching",1,152
2332,9,"B9.S1xD2",678,684,"hatching",1,152
2333,9,"B9.S1xD2",678,684,"hatching",1,152
2334,9,"B9.S1xD2",678,684,"hatching",1,152
2335,9,"B9.S1xD2",678,684,"hatching",1,152
2336,9,"B9.S1xD2",678,684,"hatching",1,152
2337,9,"B9.S1xD2",678,684,"hatching",1,152
2338,9,"B9.S1xD2",678,684,"hatching",1,152
2339,9,"B9.S1xD2",678,684,"hatching",1,152
2340,9,"B9.S1xD2",678,684,"hatching",1,152
2341,9,"B9.S1xD2",678,684,"hatching",1,152
2342,9,"B9.S1xD2",678,684,"hatching",1,152
2343,9,"B9.S1xD2",678,684,"hatching",1,152
2344,9,"B9.S1xD2",678,684,"hatching",1,152
2345,9,"B9.S1xD2",678,684,"hatching",1,152
2346,9,"B9.S1xD2",678,684,"hatching",1,152
2347,9,"B9.S1xD2",678,684,"hatching",1,152
2348,9,"B9.S1xD2",678,684,"hatching",0,152
2349,9,"B9.S1xD2",678,684,"hatching",1,153
2350,9,"B9.S1xD2",678,684,"hatching",1,153
2351,9,"B9.S1xD2",678,684,"hatching",1,153
2352,9,"B9.S1xD2",678,684,"hatching",1,153
2353,9,"B9.S1xD2",678,684,"hatching",1,153
2354,9,"B9.S1xD2",678,684,"hatching",1,153
2355,9,"B9.S1xD2",678,684,"hatching",1,153
2356,9,"B9.S1xD2",678,684,"hatching",1,153
2357,9,"B9.S1xD2",678,684,"hatching",1,153
2358,9,"B9.S1xD2",678,684,"hatching",1,153
2359,9,"B9.S1xD2",678,684,"hatching",1,153
2360,9,"B9.S1xD2",678,684,"hatching",1,153
2361,9,"B9.S1xD2",678,684,"hatching",1,153
2362,9,"B9.S1xD2",678,684,"hatching",1,153
2363,9,"B9.S1xD2",678,684,"hatching",1,153
2364,9,"B9.S1xD2",678,684,"hatching",1,153
2365,9,"B9.S1xD2",678,684,"hatching",1,153
2366,9,"B9.S1xD2",678,684,"hatching",1,153
2367,9,"B9.S1xD2",678,684,"hatching",1,153
2368,9,"B9.S1xD2",678,684,"hatching",1,153
2369,9,"B9.S1xD2",678,684,"hatching",0,153
6831,9,"B9.S1xD2",678,684,"settling",1,154
6832,9,"B9.S1xD2",678,684,"settling",1,154
6833,9,"B9.S1xD2",678,684,"settling",1,154
6834,9,"B9.S1xD2",678,684,"settling",1,154
6835,9,"B9.S1xD2",678,684,"settling",1,154
6836,9,"B9.S1xD2",678,684,"settling",1,154
6837,9,"B9.S1xD2",678,684,"settling",1,154
6838,9,"B9.S1xD2",678,684,"settling",0,154
6839,9,"B9.S1xD2",678,684,"settling",0,154
6840,9,"B9.S1xD2",678,684,"settling",0,154
6841,9,"B9.S1xD2",678,684,"settling",0,154
6842,9,"B9.S1xD2",678,684,"settling",0,154
6843,9,"B9.S1xD2",678,684,"settling",0,154
6844,9,"B9.S1xD2",678,684,"settling",0,154
6845,9,"B9.S1xD2",678,684,"settling",0,154
6846,9,"B9.S1xD2",678,684,"settling",0,154
6847,9,"B9.S1xD2",678,684,"settling",0,154
6848,9,"B9.S1xD2",678,684,"settling",0,154
6849,9,"B9.S1xD2",678,684,"settling",0,154
6850,9,"B9.S1xD2",678,684,"settling",0,154
6851,9,"B9.S1xD2",678,684,"settling",0,154
6852,9,"B9.S1xD2",678,684,"settling",1,155
6853,9,"B9.S1xD2",678,684,"settling",1,155
6854,9,"B9.S1xD2",678,684,"settling",1,155
6855,9,"B9.S1xD2",678,684,"settling",1,155
6856,9,"B9.S1xD2",678,684,"settling",1,155
6857,9,"B9.S1xD2",678,684,"settling",1,155
6858,9,"B9.S1xD2",678,684,"settling",1,155
6859,9,"B9.S1xD2",678,684,"settling",1,155
6860,9,"B9.S1xD2",678,684,"settling",1,155
6861,9,"B9.S1xD2",678,684,"settling",1,155
6862,9,"B9.S1xD2",678,684,"settling",0,155
6863,9,"B9.S1xD2",678,684,"settling",0,155
6864,9,"B9.S1xD2",678,684,"settling",0,155
6865,9,"B9.S1xD2",678,684,"settling",0,155
6866,9,"B9.S1xD2",678,684,"settling",0,155
6867,9,"B9.S1xD2",678,684,"settling",0,155
6868,9,"B9.S1xD2",678,684,"settling",0,155
6869,9,"B9.S1xD2",678,684,"settling",0,155
6870,9,"B9.S1xD2",678,684,"settling",0,155
6871,9,"B9.S1xD2",678,684,"settling",0,155
6872,9,"B9.S1xD2",678,684,"settling",0,155
6873,9,"B9.S1xD2",678,684,"settling",1,156
6874,9,"B9.S1xD2",678,684,"settling",1,156
6875,9,"B9.S1xD2",678,684,"settling",1,156
6876,9,"B9.S1xD2",678,684,"settling",1,156
6877,9,"B9.S1xD2",678,684,"settling",1,156
6878,9,"B9.S1xD2",678,684,"settling",1,156
6879,9,"B9.S1xD2",678,684,"settling",1,156
6880,9,"B9.S1xD2",678,684,"settling",1,156
6881,9,"B9.S1xD2",678,684,"settling",1,156
6882,9,"B9.S1xD2",678,684,"settling",1,156
6883,9,"B9.S1xD2",678,684,"settling",1,156
6884,9,"B9.S1xD2",678,684,"settling",1,156
6885,9,"B9.S1xD2",678,684,"settling",1,156
6886,9,"B9.S1xD2",678,684,"settling",0,156
6887,9,"B9.S1xD2",678,684,"settling",0,156
6888,9,"B9.S1xD2",678,684,"settling",0,156
6889,9,"B9.S1xD2",678,684,"settling",0,156
6890,9,"B9.S1xD2",678,684,"settling",0,156
6891,9,"B9.S1xD2",678,684,"settling",0,156
408,9,"B9.S1xD3",678,685,"h.length",197.42,NA
408,9,"B9.S1xD3",678,685,"n.length",441.74,NA
409,9,"B9.S1xD3",678,685,"h.length",199.67,NA
409,9,"B9.S1xD3",678,685,"n.length",441.53,NA
410,9,"B9.S1xD3",678,685,"h.length",201.91,NA
410,9,"B9.S1xD3",678,685,"n.length",445.41,NA
411,9,"B9.S1xD3",678,685,"h.length",207.46,NA
411,9,"B9.S1xD3",678,685,"n.length",442.21,NA
412,9,"B9.S1xD3",678,685,"h.length",199.72,NA
412,9,"B9.S1xD3",678,685,"n.length",461.73,NA
413,9,"B9.S1xD3",678,685,"h.length",213.35,NA
413,9,"B9.S1xD3",678,685,"n.length",439.73,NA
414,9,"B9.S1xD3",678,685,"h.length",193.05,NA
414,9,"B9.S1xD3",678,685,"n.length",436.86,NA
415,9,"B9.S1xD3",678,685,"h.length",198.42,NA
415,9,"B9.S1xD3",678,685,"n.length",435.53,NA
416,9,"B9.S1xD3",678,685,"h.length",203.8,NA
416,9,"B9.S1xD3",678,685,"n.length",438.57,NA
417,9,"B9.S1xD3",678,685,"h.length",199.28,NA
417,9,"B9.S1xD3",678,685,"n.length",430,NA
418,9,"B9.S1xD3",678,685,"h.length",205.11,NA
418,9,"B9.S1xD3",678,685,"n.length",442.97,NA
419,9,"B9.S1xD3",678,685,"h.length",197.31,NA
419,9,"B9.S1xD3",678,685,"n.length",449.72,NA
2370,9,"B9.S1xD3",678,685,"hatching",1,157
2371,9,"B9.S1xD3",678,685,"hatching",1,157
2372,9,"B9.S1xD3",678,685,"hatching",1,157
2373,9,"B9.S1xD3",678,685,"hatching",1,157
2374,9,"B9.S1xD3",678,685,"hatching",1,157
2375,9,"B9.S1xD3",678,685,"hatching",1,157
2376,9,"B9.S1xD3",678,685,"hatching",1,157
2377,9,"B9.S1xD3",678,685,"hatching",1,157
2378,9,"B9.S1xD3",678,685,"hatching",1,157
2379,9,"B9.S1xD3",678,685,"hatching",1,157
2380,9,"B9.S1xD3",678,685,"hatching",1,157
2381,9,"B9.S1xD3",678,685,"hatching",1,157
2382,9,"B9.S1xD3",678,685,"hatching",1,157
2383,9,"B9.S1xD3",678,685,"hatching",1,157
2384,9,"B9.S1xD3",678,685,"hatching",1,157
2385,9,"B9.S1xD3",678,685,"hatching",1,157
2386,9,"B9.S1xD3",678,685,"hatching",1,157
2387,9,"B9.S1xD3",678,685,"hatching",1,157
2388,9,"B9.S1xD3",678,685,"hatching",1,157
2389,9,"B9.S1xD3",678,685,"hatching",1,157
2390,9,"B9.S1xD3",678,685,"hatching",1,158
2391,9,"B9.S1xD3",678,685,"hatching",1,158
2392,9,"B9.S1xD3",678,685,"hatching",1,158
2393,9,"B9.S1xD3",678,685,"hatching",1,158
2394,9,"B9.S1xD3",678,685,"hatching",1,158
2395,9,"B9.S1xD3",678,685,"hatching",1,158
2396,9,"B9.S1xD3",678,685,"hatching",1,158
2397,9,"B9.S1xD3",678,685,"hatching",1,158
2398,9,"B9.S1xD3",678,685,"hatching",1,158
2399,9,"B9.S1xD3",678,685,"hatching",1,158
2400,9,"B9.S1xD3",678,685,"hatching",1,158
2401,9,"B9.S1xD3",678,685,"hatching",1,158
2402,9,"B9.S1xD3",678,685,"hatching",1,158
2403,9,"B9.S1xD3",678,685,"hatching",1,158
2404,9,"B9.S1xD3",678,685,"hatching",1,158
2405,9,"B9.S1xD3",678,685,"hatching",1,158
2406,9,"B9.S1xD3",678,685,"hatching",1,158
2407,9,"B9.S1xD3",678,685,"hatching",1,158
2408,9,"B9.S1xD3",678,685,"hatching",0,158
6892,9,"B9.S1xD3",678,685,"settling",1,159
6893,9,"B9.S1xD3",678,685,"settling",1,159
6894,9,"B9.S1xD3",678,685,"settling",1,159
6895,9,"B9.S1xD3",678,685,"settling",1,159
6896,9,"B9.S1xD3",678,685,"settling",0,159
6897,9,"B9.S1xD3",678,685,"settling",0,159
6898,9,"B9.S1xD3",678,685,"settling",0,159
6899,9,"B9.S1xD3",678,685,"settling",0,159
6900,9,"B9.S1xD3",678,685,"settling",0,159
6901,9,"B9.S1xD3",678,685,"settling",0,159
6902,9,"B9.S1xD3",678,685,"settling",0,159
6903,9,"B9.S1xD3",678,685,"settling",0,159
6904,9,"B9.S1xD3",678,685,"settling",0,159
6905,9,"B9.S1xD3",678,685,"settling",0,159
6906,9,"B9.S1xD3",678,685,"settling",0,159
6907,9,"B9.S1xD3",678,685,"settling",0,159
6908,9,"B9.S1xD3",678,685,"settling",0,159
6909,9,"B9.S1xD3",678,685,"settling",0,159
6910,9,"B9.S1xD3",678,685,"settling",1,160
6911,9,"B9.S1xD3",678,685,"settling",1,160
6912,9,"B9.S1xD3",678,685,"settling",1,160
6913,9,"B9.S1xD3",678,685,"settling",1,160
6914,9,"B9.S1xD3",678,685,"settling",1,160
6915,9,"B9.S1xD3",678,685,"settling",0,160
6916,9,"B9.S1xD3",678,685,"settling",0,160
6917,9,"B9.S1xD3",678,685,"settling",0,160
6918,9,"B9.S1xD3",678,685,"settling",0,160
6919,9,"B9.S1xD3",678,685,"settling",0,160
6920,9,"B9.S1xD3",678,685,"settling",0,160
6921,9,"B9.S1xD3",678,685,"settling",0,160
6922,9,"B9.S1xD3",678,685,"settling",0,160
6923,9,"B9.S1xD3",678,685,"settling",0,160
6924,9,"B9.S1xD3",678,685,"settling",0,160
6925,9,"B9.S1xD3",678,685,"settling",0,160
6926,9,"B9.S1xD3",678,685,"settling",0,160
6927,9,"B9.S1xD3",678,685,"settling",0,160
6928,9,"B9.S1xD3",678,685,"settling",0,160
6929,9,"B9.S1xD3",678,685,"settling",0,160
6930,9,"B9.S1xD3",678,685,"settling",1,161
6931,9,"B9.S1xD3",678,685,"settling",1,161
6932,9,"B9.S1xD3",678,685,"settling",1,161
6933,9,"B9.S1xD3",678,685,"settling",1,161
6934,9,"B9.S1xD3",678,685,"settling",1,161
6935,9,"B9.S1xD3",678,685,"settling",1,161
6936,9,"B9.S1xD3",678,685,"settling",0,161
6937,9,"B9.S1xD3",678,685,"settling",0,161
6938,9,"B9.S1xD3",678,685,"settling",0,161
6939,9,"B9.S1xD3",678,685,"settling",0,161
6940,9,"B9.S1xD3",678,685,"settling",0,161
6941,9,"B9.S1xD3",678,685,"settling",0,161
6942,9,"B9.S1xD3",678,685,"settling",0,161
6943,9,"B9.S1xD3",678,685,"settling",0,161
6944,9,"B9.S1xD3",678,685,"settling",0,161
6945,9,"B9.S1xD3",678,685,"settling",0,161
420,9,"B9.S2xD1",679,683,"h.length",211.62,NA
420,9,"B9.S2xD1",679,683,"n.length",434.44,NA
421,9,"B9.S2xD1",679,683,"h.length",192.97,NA
421,9,"B9.S2xD1",679,683,"n.length",382.46,NA
422,9,"B9.S2xD1",679,683,"h.length",214.14,NA
422,9,"B9.S2xD1",679,683,"n.length",370.45,NA
423,9,"B9.S2xD1",679,683,"h.length",214.06,NA
423,9,"B9.S2xD1",679,683,"n.length",448.03,NA
424,9,"B9.S2xD1",679,683,"h.length",207.17,NA
424,9,"B9.S2xD1",679,683,"n.length",448.81,NA
425,9,"B9.S2xD1",679,683,"h.length",196.02,NA
425,9,"B9.S2xD1",679,683,"n.length",458.24,NA
426,9,"B9.S2xD1",679,683,"h.length",182.73,NA
426,9,"B9.S2xD1",679,683,"n.length",422.23,NA
427,9,"B9.S2xD1",679,683,"h.length",182.22,NA
427,9,"B9.S2xD1",679,683,"n.length",338.08,NA
428,9,"B9.S2xD1",679,683,"h.length",208.97,NA
428,9,"B9.S2xD1",679,683,"n.length",444.71,NA
429,9,"B9.S2xD1",679,683,"h.length",202.1,NA
429,9,"B9.S2xD1",679,683,"n.length",445.62,NA
430,9,"B9.S2xD1",679,683,"h.length",208.25,NA
430,9,"B9.S2xD1",679,683,"n.length",434.2,NA
431,9,"B9.S2xD1",679,683,"h.length",183.55,NA
431,9,"B9.S2xD1",679,683,"n.length",438.35,NA
2409,9,"B9.S2xD1",679,683,"hatching",1,162
2410,9,"B9.S2xD1",679,683,"hatching",1,162
2411,9,"B9.S2xD1",679,683,"hatching",1,162
2412,9,"B9.S2xD1",679,683,"hatching",1,162
2413,9,"B9.S2xD1",679,683,"hatching",1,162
2414,9,"B9.S2xD1",679,683,"hatching",1,162
2415,9,"B9.S2xD1",679,683,"hatching",1,162
2416,9,"B9.S2xD1",679,683,"hatching",1,162
2417,9,"B9.S2xD1",679,683,"hatching",1,162
2418,9,"B9.S2xD1",679,683,"hatching",1,162
2419,9,"B9.S2xD1",679,683,"hatching",1,162
2420,9,"B9.S2xD1",679,683,"hatching",1,162
2421,9,"B9.S2xD1",679,683,"hatching",1,162
2422,9,"B9.S2xD1",679,683,"hatching",1,162
2423,9,"B9.S2xD1",679,683,"hatching",1,162
2424,9,"B9.S2xD1",679,683,"hatching",1,162
2425,9,"B9.S2xD1",679,683,"hatching",1,162
2426,9,"B9.S2xD1",679,683,"hatching",1,162
2427,9,"B9.S2xD1",679,683,"hatching",1,162
2428,9,"B9.S2xD1",679,683,"hatching",1,162
2429,9,"B9.S2xD1",679,683,"hatching",1,163
2430,9,"B9.S2xD1",679,683,"hatching",1,163
2431,9,"B9.S2xD1",679,683,"hatching",1,163
2432,9,"B9.S2xD1",679,683,"hatching",1,163
2433,9,"B9.S2xD1",679,683,"hatching",1,163
2434,9,"B9.S2xD1",679,683,"hatching",1,163
2435,9,"B9.S2xD1",679,683,"hatching",1,163
2436,9,"B9.S2xD1",679,683,"hatching",1,163
2437,9,"B9.S2xD1",679,683,"hatching",1,163
2438,9,"B9.S2xD1",679,683,"hatching",1,163
2439,9,"B9.S2xD1",679,683,"hatching",1,163
2440,9,"B9.S2xD1",679,683,"hatching",1,163
2441,9,"B9.S2xD1",679,683,"hatching",1,163
2442,9,"B9.S2xD1",679,683,"hatching",1,163
2443,9,"B9.S2xD1",679,683,"hatching",1,163
2444,9,"B9.S2xD1",679,683,"hatching",1,163
2445,9,"B9.S2xD1",679,683,"hatching",1,163
2446,9,"B9.S2xD1",679,683,"hatching",1,163
2447,9,"B9.S2xD1",679,683,"hatching",0,163
2448,9,"B9.S2xD1",679,683,"hatching",0,163
6946,9,"B9.S2xD1",679,683,"settling",1,164
6947,9,"B9.S2xD1",679,683,"settling",1,164
